id,klient_id,data_id,sala_id,czas_pobytu_min,data_wejscia
3789,38,4667,61,82,2025-02-07 17:08:00
3790,141,4854,64,51,2026-01-11 11:52:00
3791,29,4681,61,110,2025-01-28 13:27:00
3792,184,4754,64,82,2024-03-13 11:02:00
3793,26,5080,61,72,2025-07-01 15:57:00
3794,194,4679,62,81,2024-06-14 09:53:00
3795,46,4891,63,124,2024-09-17 18:47:00
3796,52,4546,63,68,2025-10-24 12:33:00
3797,108,4662,67,138,2024-06-13 18:07:00
3798,60,5088,69,126,2025-04-16 09:50:00
3799,111,4987,64,144,2025-11-11 08:35:00
3800,9,4885,67,87,2024-05-21 21:10:00
3801,69,4864,69,118,2024-07-18 06:15:00
3802,55,4779,65,51,2025-04-11 09:27:00
3803,177,4910,69,107,2024-10-27 14:48:00
3804,167,4822,64,135,2024-03-19 11:50:00
3805,155,4835,68,180,2025-06-09 11:59:00
3806,111,4828,65,134,2024-07-25 18:22:00
3807,53,4682,67,148,2024-03-20 12:56:00
3808,188,5093,61,64,2024-11-18 06:34:00
3809,4,4554,63,153,2025-01-05 15:13:00
3810,139,5078,62,82,2024-12-10 19:09:00
3811,187,4412,62,67,2024-05-19 18:10:00
3812,145,5082,62,31,2024-08-13 22:11:00
3813,194,4459,64,142,2024-02-22 19:05:00
3814,50,4651,66,97,2025-07-20 14:19:00
3815,142,4843,64,41,2025-02-14 11:20:00
3816,1,4529,70,118,2024-10-14 11:01:00
3817,181,5061,69,36,2025-02-03 07:48:00
3818,144,4516,62,58,2025-07-23 10:24:00
3819,11,4405,69,120,2025-10-30 15:47:00
3820,198,4595,68,169,2024-01-18 18:30:00
3821,150,5053,63,76,2025-09-04 14:34:00
3822,195,4645,61,87,2024-04-21 07:18:00
3823,113,5106,65,117,2025-04-11 15:01:00
3824,153,4952,65,41,2025-08-31 15:47:00
3825,165,5052,70,139,2025-06-27 06:49:00
3826,188,4902,63,96,2024-08-31 20:30:00
3827,70,4402,61,74,2024-06-22 21:52:00
3828,135,5083,69,144,2024-10-26 09:18:00
3829,50,4459,65,101,2025-08-23 12:25:00
3830,55,4703,62,35,2025-05-14 17:18:00
3831,47,5055,64,157,2024-02-21 18:11:00
3832,79,4786,66,177,2024-10-14 20:37:00
3833,125,4642,67,174,2024-10-19 13:53:00
3834,136,4783,66,35,2025-07-22 08:55:00
3835,80,5087,63,125,2024-09-06 13:02:00
3836,194,4950,67,128,2025-03-09 15:46:00
3837,95,4941,69,118,2025-11-30 08:35:00
3838,152,4523,66,150,2024-08-13 10:22:00
3839,84,5083,70,44,2025-12-02 20:17:00
3840,197,5038,66,61,2024-04-10 14:23:00
3841,42,4569,63,177,2025-07-01 10:01:00
3842,173,4412,67,68,2024-09-28 12:05:00
3843,196,4983,70,168,2025-01-29 21:04:00
3844,78,4692,65,53,2024-01-28 20:59:00
3845,72,5090,69,94,2024-11-12 15:23:00
3846,183,4472,67,98,2024-09-24 08:22:00
3847,126,4472,70,179,2024-09-10 08:48:00
3848,150,4870,70,108,2024-03-02 11:13:00
3849,76,4553,68,85,2025-11-13 22:00:00
3850,48,4460,63,75,2024-09-04 15:57:00
3851,11,4824,67,164,2025-07-10 13:40:00
3852,166,4889,68,89,2024-12-11 16:36:00
3853,47,4531,63,160,2024-04-15 18:20:00
3854,157,4541,61,130,2024-10-02 09:58:00
3855,96,5090,61,171,2024-07-15 11:47:00
3856,175,4587,67,146,2024-12-30 07:48:00
3857,130,4568,69,106,2025-11-07 13:11:00
3858,118,4421,63,87,2025-06-20 22:45:00
3859,52,5107,65,158,2025-02-26 08:00:00
3860,108,4831,66,72,2024-04-16 08:06:00
3861,116,4742,61,73,2024-02-23 15:28:00
3862,119,4751,65,129,2024-01-20 13:02:00
3863,114,4448,65,152,2025-09-12 20:38:00
3864,50,4976,66,172,2026-01-09 07:03:00
3865,75,4688,64,33,2025-08-30 07:35:00
3866,159,4522,65,73,2024-09-05 12:04:00
3867,143,5071,67,81,2025-09-17 17:57:00
3868,116,5051,62,176,2024-06-03 09:07:00
3869,175,4434,70,133,2024-08-13 22:35:00
3870,91,4391,62,89,2025-10-28 21:18:00
3871,93,5064,65,139,2025-07-05 17:29:00
3872,40,5065,65,173,2024-02-15 16:04:00
3873,185,5094,63,172,2024-03-31 16:42:00
3874,179,4829,68,166,2024-12-06 07:42:00
3875,81,5078,65,38,2024-04-10 09:22:00
3876,138,4592,67,54,2025-01-18 21:22:00
3877,122,5090,70,53,2024-08-28 07:12:00
3878,68,4939,64,114,2025-05-03 12:06:00
3879,97,4751,69,41,2024-08-13 07:42:00
3880,74,5020,67,113,2025-07-23 17:45:00
3881,57,4570,63,180,2024-01-31 10:31:00
3882,96,5068,64,76,2025-02-21 11:12:00
3883,140,4412,62,90,2025-05-26 17:54:00
3884,104,4449,62,53,2025-11-26 08:48:00
3885,23,4428,61,155,2024-10-15 17:57:00
3886,68,4842,70,173,2024-09-21 17:04:00
3887,98,4487,63,162,2024-05-08 19:42:00
3888,144,4615,67,45,2024-02-14 14:32:00
3889,10,4843,67,118,2024-03-27 17:32:00
3890,59,4644,69,120,2024-05-25 16:15:00
3891,34,4638,69,131,2025-02-09 19:57:00
3892,83,4767,61,107,2025-02-11 09:35:00
3893,58,4566,65,163,2025-06-26 10:11:00
3894,87,5003,70,55,2025-09-11 20:38:00
3895,77,4500,65,66,2025-03-23 16:48:00
3896,66,4758,66,136,2024-06-07 14:32:00
3897,65,5095,62,168,2024-12-12 19:07:00
3898,25,4552,66,52,2025-09-15 08:06:00
3899,39,4598,66,121,2024-07-19 07:41:00
3900,163,4398,62,144,2024-02-17 20:35:00
3901,199,4530,66,136,2025-09-03 17:04:00
3902,6,5033,67,162,2024-01-28 18:08:00
3903,93,4747,65,147,2025-12-03 21:29:00
3904,77,4548,63,66,2025-03-03 15:05:00
3905,94,4563,68,52,2026-01-07 06:15:00
3906,127,4727,67,108,2025-06-22 22:41:00
3907,12,4474,64,118,2025-10-23 18:27:00
3908,26,4748,65,115,2025-01-06 13:30:00
3909,71,5099,63,112,2025-04-09 18:41:00
3910,156,4428,68,95,2024-10-14 06:33:00
3911,186,4921,64,83,2025-07-13 19:33:00
3912,16,4582,69,42,2026-01-12 10:37:00
3913,111,5087,64,142,2024-04-28 16:32:00
3914,159,4881,70,67,2024-10-22 11:12:00
3915,196,4751,61,95,2025-10-15 10:52:00
3916,83,4907,63,63,2025-11-23 14:55:00
3917,87,4398,62,157,2025-02-23 17:17:00
3918,155,5058,61,171,2025-09-04 10:07:00
3919,96,4627,70,92,2025-01-28 12:10:00
3920,95,4694,62,52,2025-12-01 06:25:00
3921,175,4447,63,37,2024-05-03 17:57:00
3922,141,4480,64,158,2025-12-26 18:44:00
3923,35,4744,66,134,2024-09-30 18:18:00
3924,73,4576,65,83,2024-11-30 17:35:00
3925,192,4749,68,150,2024-10-28 09:08:00
3926,149,5009,70,172,2024-11-09 06:12:00
3927,122,4546,64,115,2024-06-23 16:34:00
3928,73,4759,62,167,2024-11-30 17:11:00
3929,34,4476,61,84,2025-03-07 13:30:00
3930,18,4768,62,90,2024-08-28 13:01:00
3931,169,4431,68,128,2024-04-08 20:48:00
3932,1,4577,67,37,2024-04-29 07:29:00
3933,52,4849,63,162,2026-01-09 14:52:00
3934,2,4506,68,152,2025-10-10 06:39:00
3935,24,5040,67,146,2026-01-15 06:06:00
3936,12,4677,63,78,2025-04-23 11:17:00
3937,67,4948,61,54,2025-02-03 11:06:00
3938,64,4588,62,79,2025-11-22 19:12:00
3939,167,4517,62,135,2024-10-18 15:52:00
3940,49,4750,62,162,2024-06-05 17:22:00
3941,191,5110,70,93,2025-07-22 18:42:00
3942,80,4926,62,67,2024-08-03 11:23:00
3943,24,4436,65,40,2024-04-18 10:22:00
3944,125,4886,62,168,2025-08-19 18:00:00
3945,51,4467,63,172,2025-08-09 11:02:00
3946,70,5012,67,98,2024-10-08 11:26:00
3947,36,4470,66,73,2025-01-28 10:02:00
3948,162,5006,69,47,2025-04-26 06:10:00
3949,93,4462,68,57,2024-03-21 22:44:00
3950,91,4433,61,85,2024-09-02 15:41:00
3951,164,4836,62,61,2024-12-29 19:15:00
3952,117,5002,66,177,2025-04-28 20:53:00
3953,190,4693,64,174,2025-11-11 19:20:00
3954,90,4569,66,42,2025-12-16 12:24:00
3955,147,4824,68,70,2024-09-12 14:43:00
3956,151,4795,67,106,2024-09-26 15:01:00
3957,159,4881,63,131,2025-08-04 08:13:00
3958,129,4876,64,133,2025-06-16 09:12:00
3959,10,5009,68,172,2024-05-13 15:57:00
3960,161,4837,66,34,2025-07-27 14:22:00
3961,15,4826,67,129,2024-09-16 12:20:00
3962,119,4737,63,69,2024-12-21 09:07:00
3963,157,4754,68,67,2025-05-30 08:51:00
3964,64,4791,61,75,2024-12-03 22:58:00
3965,98,5010,63,136,2025-11-17 07:25:00
3966,41,4907,70,135,2024-03-30 22:28:00
3967,114,4799,64,122,2025-03-10 10:17:00
3968,50,4841,69,59,2025-08-17 14:12:00
3969,73,4945,70,58,2024-06-20 20:50:00
3970,158,4458,69,82,2024-05-18 14:11:00
3971,19,4713,66,178,2025-03-04 07:16:00
3972,129,4812,69,40,2025-03-19 08:28:00
3973,77,4437,61,119,2024-04-20 15:30:00
3974,41,4703,68,123,2024-08-07 17:06:00
3975,64,4425,67,80,2025-03-31 08:33:00
3976,4,4402,67,118,2024-10-14 09:56:00
3977,144,4460,70,136,2025-07-28 07:02:00
3978,133,4398,61,153,2025-10-23 14:24:00
3979,158,4829,65,67,2025-02-24 13:50:00
3980,115,4604,63,36,2024-04-18 12:42:00
3981,146,5070,63,87,2025-04-27 22:36:00
3982,155,4575,65,104,2025-11-03 14:53:00
3983,132,4766,64,134,2025-02-19 13:57:00
3984,100,4471,65,119,2025-07-16 22:11:00
3985,52,4689,62,72,2024-04-24 07:10:00
3986,112,4481,61,70,2025-07-09 15:30:00
3987,50,4663,68,71,2025-12-31 12:41:00
3988,130,4914,65,108,2025-04-13 11:48:00
3989,180,4463,65,37,2024-04-12 22:36:00
3990,92,4671,69,53,2024-09-08 20:32:00
3991,102,4911,61,71,2024-01-31 22:56:00
3992,91,4758,69,143,2025-03-25 19:23:00
3993,26,4867,70,44,2024-06-03 15:51:00
3994,189,4553,67,144,2024-09-13 21:00:00
3995,32,4875,62,76,2024-06-15 17:09:00
3996,23,4828,69,66,2024-02-15 17:01:00
3997,96,4724,70,65,2024-12-08 08:38:00
3998,158,4557,66,105,2025-06-20 14:31:00
3999,171,4695,70,115,2024-04-25 17:40:00
4000,147,5074,68,152,2024-09-29 22:40:00
4001,6,4614,69,171,2025-11-30 06:23:00
4002,176,4447,63,121,2024-10-07 07:44:00
4003,51,4413,61,126,2024-06-26 06:03:00
4004,72,4467,67,174,2025-04-12 14:32:00
4005,8,4750,65,107,2025-06-07 10:36:00
4006,161,4999,69,78,2025-07-08 20:12:00
4007,91,4545,70,132,2024-04-29 06:09:00
4008,139,4953,68,53,2024-11-08 07:35:00
4009,163,4668,67,92,2024-03-21 13:00:00
4010,98,4825,65,52,2024-09-04 17:54:00
4011,119,5001,68,96,2024-03-13 12:00:00
4012,130,5019,68,170,2025-05-08 12:16:00
4013,96,4595,68,109,2025-09-03 13:11:00
4014,36,4594,62,33,2024-05-03 21:05:00
4015,55,4914,69,179,2024-05-20 08:03:00
4016,147,4401,67,82,2025-04-18 18:37:00
4017,129,4611,61,159,2024-08-02 14:49:00
4018,57,4705,61,79,2024-12-24 07:15:00
4019,42,4813,70,45,2025-05-18 08:21:00
4020,66,4978,61,127,2025-11-01 11:27:00
4021,163,4398,67,98,2025-02-09 07:37:00
4022,87,4844,69,134,2024-08-26 14:58:00
4023,105,4395,63,41,2025-08-29 09:05:00
4024,41,4882,69,32,2025-10-04 12:25:00
4025,138,4700,66,60,2024-09-10 19:02:00
4026,150,4651,67,134,2025-02-08 10:59:00
4027,41,5090,64,75,2024-09-04 22:33:00
4028,185,4738,65,141,2024-08-15 21:54:00
4029,122,4470,64,73,2024-08-31 15:54:00
4030,124,4891,61,129,2025-09-19 16:44:00
4031,136,5042,66,113,2025-06-12 15:56:00
4032,136,4731,64,176,2024-01-30 19:51:00
4033,195,4408,61,61,2025-11-07 07:06:00
4034,135,5061,66,139,2025-11-01 13:53:00
4035,118,4646,66,161,2025-11-13 10:34:00
4036,162,4672,62,32,2024-12-25 16:37:00
4037,14,4913,61,70,2025-06-26 13:17:00
4038,62,4671,67,155,2024-09-19 08:16:00
4039,183,4613,62,156,2024-01-26 16:37:00
4040,87,5087,65,177,2025-10-26 09:04:00
4041,30,4914,66,36,2024-02-20 11:54:00
4042,66,4397,62,47,2024-08-21 20:03:00
4043,137,4685,63,138,2024-10-10 09:10:00
4044,89,4405,69,171,2025-11-09 14:42:00
4045,148,4835,63,52,2025-08-24 20:04:00
4046,14,4819,65,177,2025-04-29 08:56:00
4047,169,5051,70,40,2024-02-15 06:22:00
4048,91,4996,67,88,2025-11-29 22:29:00
4049,164,5041,62,70,2025-03-13 08:12:00
4050,178,4460,63,64,2024-10-21 13:25:00
4051,130,4979,64,79,2024-09-24 13:07:00
4052,45,4711,67,54,2025-09-08 12:05:00
4053,73,4789,66,128,2025-06-24 19:17:00
4054,10,4695,66,54,2024-10-09 18:43:00
4055,115,4387,63,88,2024-03-15 19:28:00
4056,142,4740,64,87,2024-02-17 06:29:00
4057,7,4681,63,114,2024-08-18 21:47:00
4058,64,4826,62,68,2024-09-15 17:49:00
4059,75,4536,64,141,2024-07-17 15:27:00
4060,197,4923,70,48,2024-09-11 19:09:00
4061,159,4578,64,43,2024-11-28 20:47:00
4062,112,4551,67,37,2024-11-13 18:25:00
4063,99,4744,69,71,2026-01-12 07:32:00
4064,38,5050,61,171,2025-02-18 12:52:00
4065,83,4897,64,60,2025-03-04 11:59:00
4066,172,5061,62,85,2024-08-04 06:50:00
4067,56,4599,61,85,2024-12-14 12:14:00
4068,8,4563,66,137,2024-10-17 19:15:00
4069,26,4441,67,45,2025-01-02 09:53:00
4070,91,4408,63,68,2025-03-08 16:54:00
4071,15,4505,69,35,2025-03-20 09:28:00
4072,105,4812,65,179,2025-04-05 22:07:00
4073,179,4682,63,58,2024-12-05 20:47:00
4074,43,4959,65,39,2025-02-19 11:03:00
4075,31,4913,70,133,2025-07-21 06:00:00
4076,152,4984,68,33,2025-08-10 14:17:00
4077,54,4838,69,127,2024-05-23 08:54:00
4078,167,5011,70,140,2025-08-03 21:03:00
4079,115,4511,63,39,2025-10-10 20:07:00
4080,152,4867,67,63,2024-06-15 13:19:00
4081,161,5018,63,55,2025-09-23 21:11:00
4082,113,4416,70,141,2025-09-24 19:24:00
4083,174,5033,61,166,2025-04-26 07:59:00
4084,106,4526,67,81,2024-12-03 15:25:00
4085,76,5001,66,59,2025-01-02 16:47:00
4086,137,5054,69,50,2024-04-09 07:36:00
4087,115,4609,68,41,2024-07-07 08:06:00
4088,54,4959,70,44,2025-03-31 06:36:00
4089,42,4822,64,124,2025-05-28 07:43:00
4090,60,4994,62,140,2025-09-27 17:04:00
4091,129,4387,70,155,2025-09-05 09:50:00
4092,174,4418,68,111,2024-01-18 12:03:00
4093,96,4463,70,32,2024-11-22 13:06:00
4094,140,4791,67,174,2025-08-30 18:35:00
4095,167,5078,67,89,2024-05-03 06:04:00
4096,185,5048,63,135,2024-06-26 06:06:00
4097,57,4639,69,96,2025-03-13 09:30:00
4098,86,5090,65,105,2025-06-19 12:16:00
4099,171,4562,70,124,2024-12-18 13:50:00
4100,116,4690,62,69,2024-04-17 12:51:00
4101,27,5021,62,68,2025-02-27 18:36:00
4102,111,4574,67,116,2024-08-08 07:35:00
4103,28,4927,70,139,2025-01-12 09:24:00
4104,26,4606,69,180,2024-08-06 15:13:00
4105,13,4856,63,37,2025-07-02 20:17:00
4106,12,4748,66,44,2024-12-16 10:17:00
4107,13,5049,68,42,2024-06-26 09:26:00
4108,132,4637,65,157,2025-08-08 21:22:00
4109,181,5098,64,90,2024-09-07 08:04:00
4110,110,4907,65,115,2024-07-13 18:27:00
4111,14,4679,67,112,2025-11-20 09:40:00
4112,163,4991,66,177,2024-03-01 09:54:00
4113,82,5024,66,162,2025-07-19 17:40:00
4114,54,4824,64,180,2025-05-11 09:57:00
4115,24,4456,66,54,2025-03-04 16:44:00
4116,76,4714,66,138,2024-02-09 20:26:00
4117,24,4806,70,115,2025-01-24 06:05:00
4118,28,4952,70,158,2025-01-01 13:14:00
4119,63,5090,65,54,2025-08-20 17:07:00
4120,135,4883,63,147,2025-08-12 13:07:00
4121,10,4747,69,163,2025-03-05 21:16:00
4122,85,4392,62,92,2025-05-24 11:02:00
4123,15,4630,70,39,2024-05-07 14:21:00
4124,111,4411,69,85,2025-03-13 09:10:00
4125,47,4629,62,55,2024-08-26 09:31:00
4126,164,4517,70,75,2025-04-10 07:48:00
4127,131,4505,68,81,2025-04-13 14:08:00
4128,191,4862,61,63,2025-03-29 22:30:00
4129,153,4626,66,137,2024-12-28 12:28:00
4130,162,4439,66,148,2025-03-22 17:03:00
4131,127,4803,62,56,2024-01-29 18:05:00
4132,57,4627,68,116,2024-09-23 07:29:00
4133,32,4652,70,33,2025-07-28 20:20:00
4134,165,4756,69,54,2024-09-19 15:48:00
4135,3,5041,68,158,2025-06-03 08:57:00
4136,109,4779,61,102,2025-01-11 15:20:00
4137,200,4802,64,139,2025-11-25 17:14:00
4138,96,4465,68,125,2024-06-02 09:39:00
4139,157,4663,67,134,2024-02-02 16:56:00
4140,35,4578,63,98,2025-08-29 22:10:00
4141,115,4575,70,127,2024-05-26 18:12:00
4142,106,5103,62,40,2025-06-08 14:13:00
4143,197,4554,67,115,2024-12-21 17:08:00
4144,119,5055,69,48,2024-12-21 22:13:00
4145,175,5044,65,69,2025-02-01 18:14:00
4146,63,5044,70,163,2024-10-24 14:19:00
4147,33,4425,69,135,2024-02-06 17:26:00
4148,139,4427,65,65,2024-01-23 22:03:00
4149,165,5102,66,40,2025-12-02 09:54:00
4150,85,4971,65,177,2025-08-04 11:38:00
4151,162,4610,61,158,2025-01-14 14:44:00
4152,85,4725,62,94,2024-07-29 10:50:00
4153,109,4762,65,131,2025-03-08 09:56:00
4154,16,4913,62,34,2025-06-30 22:19:00
4155,132,4814,64,42,2024-05-20 06:28:00
4156,8,4794,63,83,2024-04-16 09:11:00
4157,134,4576,64,160,2025-07-07 11:22:00
4158,70,4461,66,122,2024-09-15 06:42:00
4159,200,4533,70,170,2024-10-18 08:21:00
4160,9,4569,63,91,2024-02-24 18:08:00
4161,189,4601,66,109,2024-09-11 20:59:00
4162,156,5106,65,158,2024-03-08 19:35:00
4163,99,5026,61,177,2025-10-27 15:51:00
4164,3,5058,69,108,2024-10-16 17:09:00
4165,46,4686,66,119,2025-08-14 22:43:00
4166,184,4890,63,117,2024-03-23 20:29:00
4167,139,4991,67,78,2024-10-26 14:30:00
4168,72,4578,64,158,2024-04-19 08:31:00
4169,83,5044,64,110,2025-05-08 19:20:00
4170,85,5071,62,157,2025-03-30 20:44:00
4171,192,4959,69,119,2024-04-19 08:00:00
4172,32,4662,61,133,2024-04-06 19:33:00
4173,2,4545,70,102,2025-09-27 06:40:00
4174,84,4648,69,154,2026-01-13 17:56:00
4175,108,4700,69,124,2024-05-15 16:21:00
4176,76,4538,69,104,2024-11-24 15:17:00
4177,76,4688,67,123,2025-10-21 09:17:00
4178,81,4713,62,39,2025-08-19 14:00:00
4179,95,4534,66,31,2024-12-08 07:40:00
4180,164,5067,65,51,2024-12-30 19:17:00
4181,93,4564,66,151,2024-07-09 09:08:00
4182,82,4913,68,37,2024-06-29 16:51:00
4183,153,4387,63,171,2025-11-20 22:22:00
4184,59,4535,63,62,2024-07-10 19:17:00
4185,27,4720,67,95,2025-11-25 19:21:00
4186,173,4631,69,118,2025-04-06 17:39:00
4187,8,4589,67,43,2024-03-10 14:53:00
4188,60,4536,68,89,2025-05-17 21:36:00
4189,19,4871,68,164,2024-05-14 22:23:00
4190,150,4385,65,126,2025-02-09 17:56:00
4191,71,4614,63,128,2024-11-27 14:29:00
4192,101,4396,61,155,2025-12-30 13:00:00
4193,45,5043,61,173,2025-02-26 14:06:00
4194,147,4795,63,171,2024-10-17 09:59:00
4195,4,4572,63,63,2024-02-09 22:03:00
4196,88,4857,63,108,2024-06-13 13:32:00
4197,32,4896,63,36,2025-07-28 20:46:00
4198,3,4709,66,129,2025-10-28 21:02:00
4199,41,4408,70,46,2024-02-28 20:26:00
4200,112,4890,64,93,2025-11-27 17:37:00
4201,131,4444,68,177,2024-02-26 19:06:00
4202,139,4914,62,92,2026-01-16 21:28:00
4203,29,5038,63,61,2025-02-22 18:21:00
4204,63,4886,68,164,2024-08-16 20:41:00
4205,170,4999,65,81,2025-05-09 19:30:00
4206,105,4775,67,51,2025-09-20 10:17:00
4207,112,4384,66,136,2025-02-02 16:34:00
4208,9,4822,67,98,2024-05-20 18:27:00
4209,64,4453,62,80,2025-04-28 20:49:00
4210,91,5092,67,125,2025-10-07 12:12:00
4211,115,4516,68,115,2024-09-23 14:08:00
4212,29,4989,62,60,2024-03-05 07:07:00
4213,63,4688,63,70,2025-01-19 11:49:00
4214,46,4530,66,82,2025-10-11 21:14:00
4215,193,4444,70,151,2024-04-28 09:58:00
4216,7,4409,67,79,2025-04-03 17:43:00
4217,47,4826,65,143,2024-07-09 17:57:00
4218,171,5082,65,107,2024-05-06 07:17:00
4219,44,4851,62,130,2025-09-14 16:04:00
4220,128,5095,66,137,2024-01-22 07:33:00
4221,41,4854,66,60,2025-01-16 12:18:00
4222,6,4541,66,137,2025-04-21 10:36:00
4223,136,4734,63,80,2025-12-21 21:32:00
4224,57,4585,67,94,2025-02-20 09:33:00
4225,147,4410,65,178,2025-09-09 16:33:00
4226,22,4402,69,161,2024-03-01 08:16:00
4227,90,4964,61,98,2024-09-12 09:02:00
4228,57,4439,65,43,2025-07-07 16:52:00
4229,12,5108,63,103,2024-05-20 18:19:00
4230,143,4734,66,126,2024-03-21 06:43:00
4231,147,4389,61,173,2024-09-08 20:52:00
4232,131,5096,67,177,2024-05-01 10:53:00
4233,84,4910,62,50,2024-02-26 21:22:00
4234,177,5109,64,166,2024-12-30 22:56:00
4235,126,5103,63,169,2025-07-12 13:35:00
4236,116,4941,63,138,2025-04-21 14:27:00
4237,38,4623,66,158,2025-08-09 07:57:00
4238,2,4398,69,116,2024-08-22 19:41:00
4239,11,4781,67,173,2025-08-21 15:54:00
4240,47,4397,61,159,2024-05-27 07:15:00
4241,199,4999,61,59,2024-04-15 17:46:00
4242,185,4738,64,149,2025-08-15 14:16:00
4243,42,4958,66,154,2024-05-05 20:22:00
4244,167,5043,65,176,2025-06-12 11:07:00
4245,138,4603,70,44,2025-08-22 06:23:00
4246,56,4543,64,56,2025-09-25 08:20:00
4247,51,4520,61,137,2025-11-17 16:48:00
4248,185,4700,63,180,2024-05-11 16:16:00
4249,92,5090,64,32,2024-01-26 11:35:00
4250,3,4817,62,143,2025-03-03 16:45:00
4251,104,4710,64,41,2024-01-25 19:32:00
4252,11,4503,69,44,2024-12-25 16:38:00
4253,183,4418,65,140,2025-11-30 22:29:00
4254,156,4760,65,150,2025-04-18 19:36:00
4255,77,4388,69,40,2024-09-06 13:13:00
4256,196,4712,61,138,2024-03-02 22:54:00
4257,101,5070,65,115,2024-08-10 20:57:00
4258,49,4599,67,103,2024-06-25 17:47:00
4259,8,4754,70,72,2024-10-08 22:55:00
4260,161,5040,64,174,2025-03-30 20:02:00
4261,171,4592,65,37,2025-08-07 12:55:00
4262,52,4476,66,94,2024-08-12 14:05:00
4263,126,4810,63,178,2025-12-22 15:08:00
4264,131,5068,62,110,2024-02-28 19:39:00
4265,172,5029,68,41,2024-09-16 14:06:00
4266,147,4898,65,79,2025-04-28 15:00:00
4267,188,5045,67,143,2025-06-16 11:18:00
4268,93,4422,61,87,2024-07-30 20:37:00
4269,69,4534,70,158,2025-06-16 06:14:00
4270,57,4590,65,159,2025-09-07 11:57:00
4271,81,4746,62,34,2025-08-27 20:35:00
4272,29,4666,62,166,2025-07-26 13:06:00
4273,6,4416,65,160,2025-11-03 17:15:00
4274,53,4502,61,177,2025-03-27 15:38:00
4275,136,4943,63,39,2025-11-15 15:29:00
4276,99,4405,61,147,2025-10-03 11:37:00
4277,153,4634,62,161,2024-02-24 18:53:00
4278,174,4754,70,48,2024-06-27 10:50:00
4279,101,4970,64,99,2024-03-12 19:34:00
4280,85,4441,63,39,2024-10-17 16:17:00
4281,178,4790,68,49,2024-08-29 14:45:00
4282,188,4932,63,46,2025-07-22 13:57:00
4283,199,4726,61,118,2024-07-14 18:31:00
4284,43,4548,69,138,2024-04-30 14:18:00
4285,126,4745,64,51,2024-07-09 12:11:00
4286,13,5026,69,90,2026-01-12 18:08:00
4287,64,5037,69,137,2024-02-03 14:15:00
4288,114,4707,70,102,2024-09-23 18:46:00
4289,90,4433,62,75,2024-08-06 18:47:00
4290,85,4684,66,172,2025-11-11 21:59:00
4291,36,4651,70,39,2025-10-02 15:21:00
4292,61,4706,69,90,2025-05-13 09:50:00
4293,8,4907,69,149,2025-06-25 08:19:00
4294,109,4449,65,50,2024-12-29 14:21:00
4295,126,5093,69,143,2025-02-21 12:58:00
4296,55,5097,67,51,2025-03-28 22:42:00
4297,193,4497,64,130,2025-01-11 17:30:00
4298,79,5039,70,35,2025-06-30 13:50:00
4299,66,4608,70,180,2025-09-23 14:10:00
4300,156,4404,70,46,2025-02-12 17:19:00
4301,33,4661,66,168,2024-02-18 11:23:00
4302,46,4696,64,82,2025-07-14 17:20:00
4303,102,5110,68,93,2024-02-16 22:40:00
4304,112,5102,67,74,2024-07-12 22:43:00
4305,192,4694,62,145,2025-10-30 07:43:00
4306,82,4756,61,116,2025-04-01 11:38:00
4307,128,4429,69,93,2025-08-08 16:12:00
4308,89,4680,67,165,2025-02-19 15:06:00
4309,192,5056,63,54,2025-05-10 14:07:00
4310,75,4410,68,173,2024-01-24 21:00:00
4311,52,4425,70,123,2024-07-06 10:01:00
4312,62,4526,62,124,2025-03-13 18:26:00
4313,16,4760,68,116,2025-05-25 17:37:00
4314,135,4599,64,131,2025-12-24 09:38:00
4315,158,4484,65,87,2024-12-26 22:10:00
4316,174,4911,61,132,2025-12-28 15:46:00
4317,108,4508,67,74,2024-04-20 11:19:00
4318,165,4488,68,169,2024-05-25 17:57:00
4319,73,5098,61,38,2025-01-03 11:05:00
4320,43,4587,69,133,2025-04-20 21:45:00
4321,192,4549,64,42,2025-09-02 09:07:00
4322,195,4405,70,65,2024-08-26 07:36:00
4323,160,4660,63,84,2024-10-05 09:56:00
4324,122,4902,70,51,2025-12-11 12:58:00
4325,101,4843,61,174,2024-10-18 11:12:00
4326,13,4786,64,93,2025-08-02 20:25:00
4327,129,4491,67,125,2025-02-22 22:23:00
4328,200,4865,67,178,2025-11-29 22:24:00
4329,113,4908,63,38,2024-09-30 14:54:00
4330,191,5007,62,59,2024-05-16 14:08:00
4331,151,4426,64,121,2025-11-19 12:14:00
4332,200,5081,65,102,2025-05-27 10:08:00
4333,112,4561,65,33,2025-02-05 18:13:00
4334,150,5042,65,175,2025-01-30 22:51:00
4335,44,4802,62,60,2025-10-01 19:43:00
4336,142,4966,61,155,2025-11-13 09:48:00
4337,90,4815,70,132,2024-02-29 13:40:00
4338,177,4501,69,57,2025-08-08 13:38:00
4339,75,5036,69,94,2025-06-11 17:45:00
4340,129,5024,70,98,2025-04-02 17:49:00
4341,107,4826,69,101,2025-07-18 13:11:00
4342,160,4610,67,64,2025-05-06 12:13:00
4343,33,4464,67,94,2024-10-31 11:09:00
4344,84,4976,67,112,2024-12-30 10:31:00
4345,161,5027,67,86,2026-01-12 21:46:00
4346,144,4604,61,112,2024-11-16 22:13:00
